"","RIVTYPE","DDef14","B14","C14","D14","E14","F14","A14","tot_leng14","B18","C18","A18","D18","F18","DDef18","E18","tot_leng18","B","C","A","D","F","DDef","E","tot_leng24","eoo_km2","prp18_cdef","prp18_def","prp18_ef","prp18_f","prp24_cdef","prp24_def","prp24_ef","prp24_f","pes_decline1418","pes_decline1824","D3_18","D3_24","B1_18","B1_24","RLE_18","RLE_24","A3sa_24","A3sa_18","zone"
"51","16_P_M",128934.443253894,230134.780038785,301002.841084301,51273.2290456229,3027.6619418172,0,18407.4542026934,732780.409567114,181937.142178234,455102.482257059,17184.2565945023,71837.1055195033,2936.33222806337,0,3783.09078975231,732780.409567114,175732.189413635,451986.159912447,11006.3750266913,87891.8440183802,1673.80045838425,0,4490.04073757605,732780.409567114,78919.9841860865,0.728265935916101,0.107203368856061,0.00916976345176196,0.00400711071110375,0.745164360288178,0.128354530206264,0.00841158021623634,0.00228417741049196,"decline1418","decline1824","LC","LC","LC","LC","LC","LC","EN","EN","Mountain stream"
"52","16_P_U",110193.282934545,2483667.0804954,3152515.05432432,713741.104225825,34089.3490009089,0,134615.310734141,6628821.18171514,1518863.31420924,4044712.80524461,113132.230259467,815263.188308696,107915.658760366,0,28933.9849327605,6628821.18171514,1442004.96323509,4154970.90819352,69522.4580389317,916933.598372737,17212.0731595341,0,28177.1807153365,6628821.18171514,84653.3888814029,0.753803051895504,0.143632299906976,0.0206446425302,0.0162797661608431,0.77197643746321,0.145172546651593,0.00684725875545894,0.0025965511344629,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","EN","EN","Upper foothill"
"53","17_N_M",397.463591617762,0,1482.84489085987,70.3368013560469,0,0,0,1950.64528383367,0,1950.64528383367,0,0,0,0,0,1950.64528383367,0,1880.30848247763,0,70.3368013560469,0,0,0,1950.64528383367,3.45074825,1,0,0,0,1,0.0360582223426144,0,0,"nodecline1418","decline1824","VU","VU","LC","CR","VU","CR","CR","CR","Mountain stream"
"54","17_N_U",0,0,2095.6438150844,0,0,0,0,2095.6438150844,0,2095.6438150844,0,0,0,0,0,2095.6438150844,0,2095.6438150844,0,0,0,0,0,2095.6438150844,2.6363208203125,1,0,0,0,1,0,0,0,"nodecline1418","nodecline1824","VU","VU","LC","LC","VU","VU","CR","CR","Upper foothill"
"55","17_P_F",11031.0420006579,4246.44239695896,0,21332.9197417575,0,0,0,36610.4041393743,11506.0305708027,2258.09373903758,0,21429.4809312196,0,70.5356266757283,1346.26327163881,36610.4041393743,11506.0305708027,2258.09373903758,0,21429.4809312196,0,70.5356266757283,1346.26327163881,36610.4041393743,6716.40433127103,0.683790264827264,0.622111247834141,0.0367726962672589,0,0.683790264827264,0.622111247834141,0.0367726962672589,0,"decline1418","nodecline1824","LC","EN","EN","LC","EN","EN","EN","EN","Lowland river"
"56","17_P_L",82329.3310168775,725333.674640259,445018.261247627,146599.904005948,46879.5971065132,0,14842.5486015986,1461003.31661882,453645.138753262,694374.898753296,14912.0840093243,234314.864025119,32961.4685974619,1254.0154514878,29540.8470288725,1461003.31661882,346611.596277728,870534.101078522,40580.7938756269,160799.687477954,4220.69132346896,1254.0154514878,37002.4311340365,1461003.31661882,19046.1672283504,0.678432462904088,0.203159826042266,0.0427804063929044,0.0225608444707327,0.734123529230709,0.138276763397771,0.028215625514737,0.00288889920745481,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","EN","EN","Lower foothill"
"57","17_P_M",18062.8712552083,56511.7827843312,23227.9881197003,11827.3122022263,0,0,1534.90380634974,111164.858167816,33226.3613883471,60108.4176025075,2529.06046062252,12106.4299235239,189.189093802832,0,3005.39969901208,111164.858167816,29478.362437177,65725.8595492622,994.156654272772,11924.6931633458,36.3866647459392,0,3005.39969901208,111164.858167816,15095.0269870219,0.678356789742017,0.137642587491455,0.0287373981802083,0.00170187860553224,0.72587992650116,0.134633190504415,0.0273628412242122,0.000327321649536128,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","EN","EN","Mountain stream"
"58","17_P_U",42148.2676267984,1197066.91371889,456275.391564983,264154.894415702,27395.8415101638,0,7859.508041394,1994900.81687793,719187.212845596,886433.45114564,7859.508041394,295493.622170789,28241.4273961192,0,57685.5952783919,1994900.81687793,656502.21036834,986136.907565998,21615.2974525631,265417.575476826,5666.30735105957,0,59562.5186631433,1994900.81687793,18699.0743001343,0.635547434370779,0.191197798716747,0.0430733307378103,0.0141568077756957,0.660074575094829,0.165745784799717,0.032697778988475,0.00284039552398775,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","EN","LC","Upper foothill"
"59","18_N_F",0,0,8077.42471529578,0,0,0,0,8077.42471529578,0,7164.71101887786,0,0,912.71369641792,0,0,8077.42471529578,878.864898809237,2431.42304626838,0,4767.13677021816,0,0,0,8077.42471529578,25912.5398676585,1,0.112995630239619,0.112995630239619,0.112995630239619,0.89119491300922,0.59018027877015,0,0,"decline1418","decline1824","VU","EN","VU","VU","VU","EN","CR","CR","Lowland river"
"60","18_N_L",102560.427734705,305262.472372205,874206.429938916,339996.844569723,0,0,11756.2823835066,1633782.45699906,284962.915770517,877544.735896076,11756.2823835066,316584.095127621,68214.4753609084,74719.9524604282,0,1633782.45699906,286831.876063727,884205.490442274,0,297393.250648029,19246.3527613558,71899.5205854161,74205.9664982546,1633782.45699906,77618.0912807621,0.772650790181262,0.235526198019857,0.0417524836728907,0.0417524836728907,0.780428908933161,0.239227424822242,0.0571999771813343,0.0117802420260453,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","EN","EN","Lower foothill"
"61","18_N_M",182421.009465657,173775.179880002,210541.67159737,52728.8478200001,0,0,4724.89762991472,624191.606392944,247103.949160272,292694.814399856,5951.7446591418,68514.1804783184,6533.97936383114,3392.93833152431,0,624191.606392944,238275.994377358,304882.786810462,1226.84702922708,70103.9803737144,3687.24952200134,3392.93833152431,2621.80994865616,624191.606392944,72693.8591869877,0.58915078395095,0.120232568130538,0.0104679064840193,0.0104679064840193,0.610863431596354,0.122419204394537,0.0101075685831728,0.00590723983507097,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"62","18_N_U",316368.137674908,1900073.10320155,2870729.11314332,752982.026914831,3222.86577936446,0,6932.45296910729,5850307.69968309,1998521.25382954,2911476.90206255,7663.31173599674,731590.427743107,165862.537934879,34786.9555670961,406.310809920157,5850307.69968309,1798842.03973985,3141120.68049025,2384.76672572073,742159.095204091,70523.3217535307,34786.9555670961,60490.8402025487,5850307.69968309,82191.6023401759,0.65113432901261,0.153472145838849,0.0284205305566758,0.0283510793703832,0.686168000679327,0.1492525354192,0.0223944053341291,0.0120546346232953,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","EN","EN","Upper foothill"
"63","18_P_F",0,15011.8238872434,0,0,0,0,0,15011.8238872434,15011.8238872434,0,0,0,0,0,0,15011.8238872434,0,15011.8238872434,0,0,0,0,0,15011.8238872434,15.7935241040116,0,0,0,0,1,0,0,0,"nodecline1418","nodecline1824","LC","VU","LC","LC","LC","VU","CR","LC","Lowland river"
"64","18_P_L",76631.2982392525,211725.011906597,1367329.42455787,642837.637229897,120163.501057321,0,327.564624172068,2419014.43761511,193268.918893921,1388323.17625945,327.564624172068,656314.956587026,75196.5894449859,0,105583.231805554,2419014.43761511,341509.257476446,1144523.9425997,0,749868.592346933,16277.3814753736,0,166835.263716653,2419014.43761511,54265.9974442664,0.919968859834934,0.34604786346908,0.07473284096178,0.0310856306914488,0.858822976760263,0.385686510601723,0.0756972105435455,0.00672893109783231,"decline1418","decline1824","VU","EN","LC","LC","VU","EN","CR","CR","Lower foothill"
"65","18_P_M",16369.9590132595,14505.1456672888,31267.9083428323,16268.4190935782,290.314024446076,0,6893.09086699427,85594.8370083992,18786.0962646281,37929.951431114,6893.09086699427,20816.1025301421,879.281891074576,0,290.314024446076,85594.8370083992,20447.1070993259,39028.7240925747,2130.05381345956,23460.2505443008,528.701458738198,0,0,85594.8370083992,36093.2717311531,0.699991401010524,0.256857764020339,0.0136643278543294,0.010272604304256,0.736232210938493,0.280261670463664,0.00617679146566186,0.00617679146566186,"decline1418","decline1824","LC","LC","VU","VU","VU","VU","EN","EN","Mountain stream"
"66","18_P_U",13056.3333411388,360019.875901474,486266.208883973,300106.629872091,14482.6492776849,0,21981.6030603242,1195913.30033669,361110.496790626,482797.800839327,21981.6030603242,287648.488313726,30152.8979289528,0,12222.0134037307,1195913.30033669,262844.566846289,586297.509977979,11143.3312818674,329633.608819949,2954.12770039394,0,3040.15571020637,1195913.30033669,46750.8129183657,0.679665658252068,0.275959302027578,0.0354330964633922,0.0252132808628049,0.770896520633209,0.280645672337669,0.00501230599986867,0.00247018550555652,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","EN","EN","Upper foothill"
"67","19_N_F",0,2435.74898492176,4611.32840106069,0,0,825.802299578401,506.194943243329,8379.07462880418,2435.74898492176,0,506.194943243329,0,5437.13070063909,0,0,8379.07462880418,506.194943243329,6221.27508640405,0,1651.6045991568,0,0,0,8379.07462880418,8203.21712956765,0.648893934176004,0.648893934176004,0.648893934176004,0.648893934176004,0.939588204465536,0.197110620482982,0,0,"decline1418","nodecline1824","VU","VU","EN","LC","EN","VU","CR","VU","Lowland river"
"68","19_N_L",14645.0835479576,256698.704987681,368297.722798084,142647.31893426,2185.01547344349,0,7456.06364753417,791929.90938896,237695.575375842,365055.66913853,8173.96274844384,154135.237650998,25394.9225712583,0,1474.5419038884,791929.90938896,204262.705282049,336723.937090133,4631.30003080919,209906.710239105,5818.86514994002,0,30586.3915969234,791929.90938896,81250.1160909978,0.68953118803911,0.228561517856808,0.0339290941743553,0.0320671340609582,0.736221598860892,0.311027483702464,0.0459703015573097,0.00734770221575513,"decline1418","decline1824","LC","EN","LC","LC","LC","EN","EN","EN","Lower foothill"
"69","19_N_M",117923.298613236,139024.355085354,79588.9518285261,21437.069351156,5060.96159043855,398.545055601625,96946.5090536843,460379.690577997,179708.697293254,109005.163971221,127382.224972821,34484.1349639501,1711.49679658311,0,8087.97258016802,460379.690577997,169164.434942149,125314.168270712,102850.757848133,49986.8798549967,757.562993054487,0,12305.8866689525,460379.690577997,73130.2491241042,0.332961621568213,0.0961893090572785,0.0212856248381593,0.00371757666901934,0.409150320143853,0.136952890858077,0.0283753821668503,0.00164551783790328,"decline1418","decline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"70","19_N_U",133948.289206864,1398542.48472654,1206719.43629129,203220.014772946,21391.6282128256,24090.4586815423,534303.126575888,3522215.43846789,1363192.72673493,1295159.64164544,565688.562501019,192857.250921018,86424.5195991341,0,18892.7370663536,3522215.43846789,1111205.30890754,1335352.03228862,382653.129334547,624738.858174282,21067.312440108,0,47198.7973227926,3522215.43846789,83440.1014317987,0.452367033495549,0.0846553860192626,0.0299008560110392,0.0245369771125435,0.575875336321877,0.196752578041799,0.0193815826872292,0.00598126741766596,"decline1418","decline1824","LC","LC","LC","LC","LC","LC","LC","LC","Upper foothill"
"71","19_P_F",16550.2374637016,23725.7611235747,86447.022306778,21296.065692145,5569.10660812739,0,0,153588.193194327,24364.0313763731,93756.3679174459,0,33223.4637039919,2244.33019651574,0,0,153588.193194327,2292.74426753818,63128.3038948065,0,84419.1975453027,2244.33019651574,0,1503.61729016352,153588.193194327,45008.7883451833,0.841367810443954,0.23092786732397,0.014612647950589,0.014612647950589,0.985072132044439,0.57404897602011,0.024402575541319,0.014612647950589,"decline1418","decline1824","LC","EN","VU","VU","VU","EN","CR","CR","Lowland river"
"72","19_P_L",44519.1053156783,606322.032330423,590129.087139851,503683.852885532,189476.948088257,0,19991.2425734981,1954122.26833324,587983.466042928,605911.963830381,6133.19658605251,481792.803968117,108392.62912009,0,163908.20878567,1954122.26833324,323242.796878453,620209.179331179,18068.0573309654,726221.02564319,21916.1269664059,0,244465.082183047,1954122.26833324,77340.9514996298,0.695967508145879,0.385898904123885,0.139346878298469,0.0554687037124567,0.825338025291254,0.507952982716521,0.136317575141632,0.011215330443524,"decline1418","decline1824","LC","EN","LC","LC","LC","EN","CR","EN","Lower foothill"
"73","19_P_M",100346.938367686,65920.0416084052,119634.285782794,72859.6151922783,11031.1355581309,0,13568.5440413715,383360.560550665,89276.9865774592,151990.279940475,20008.848326422,103752.773542609,1796.30550561201,2289.25886272965,14246.1077953585,383360.560550665,85984.5207079025,127266.004681794,16979.4804168523,111584.684411407,648.122631715071,2289.25886272965,38608.4888382651,383360.560550665,65100.9917362594,0.708955210190786,0.312486987893338,0.041846801553939,0.00468568155010983,0.725445779199882,0.393471085457295,0.102401278351616,0.00169063460984118,"decline1418","decline1824","LC","EN","LC","LC","LC","EN","EN","EN","Mountain stream"
"74","19_P_U",83788.6023161764,514633.365296113,684887.313291701,667944.102241009,98350.994455754,0,62655.6740257261,2112260.05162648,537773.716034043,696292.990341019,57155.3715941584,661212.83795118,61832.9084608456,7293.57720510554,90698.6500401278,2112260.05162648,396316.432561331,664181.341854926,46504.7722372253,775047.08355244,15627.9464190232,7293.57720510554,207288.897796429,2112260.05162648,72366.7455984214,0.714891798304103,0.385248206453346,0.0722124903055953,0.0292733408527199,0.786903709296086,0.472462624570986,0.105534753660565,0.00739868483854031,"decline1418","decline1824","LC","EN","LC","LC","LC","EN","EN","EN","Upper foothill"
"75","1_N_F",17796.7124819396,2526.50078971268,18903.0457241895,6088.0902696637,0,0,0,45314.3492655055,2526.50078971268,37806.0914483791,0,0,4981.75702741379,0,0,45314.3492655055,15341.4562442385,23478.5326341103,0,6088.0902696637,406.270117493012,0,0,45314.3492655055,3754.967674795,0.944245016630176,0.10993773734286,0.10993773734286,0.10993773734286,0.661443748108354,0.143317966437188,0.00896559531535137,0.00896559531535137,"nodecline1418","decline1824","VU","LC","LC","EN","VU","EN","EN","CR","Lowland river"
"76","1_N_L",167299.646513845,141740.051932247,362722.335399522,17102.1391042348,0,0,5313.3010386434,694177.473988492,181050.558427551,443605.919888634,10626.6020772868,43117.1103177006,15777.2832773199,0,0,694177.473988492,164647.920928421,491109.953383218,0,33515.6711533658,4903.92852348795,0,0,694177.473988492,40878.7389110036,0.723878737517179,0.0848405426592635,0.0227280254236274,0.0227280254236274,0.762815811376861,0.0553455004180827,0.0070643728833662,0.0070643728833662,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","EN","EN","Lower foothill"
"77","1_N_M",2082.80136853973,478.985912298383,4406.26276912038,0,0,0,0,6968.0500499585,478.985912298383,5831.1865180276,0,657.877619632513,0,0,0,6968.0500499585,478.985912298383,5831.1865180276,0,657.877619632513,0,0,0,6968.0500499585,8391.24086254017,0.931259691181289,0.094413446360999,0,0,0.931259691181289,0.094413446360999,0,0,"decline1418","nodecline1824","VU","VU","EN","LC","EN","VU","CR","CR","Mountain stream"
"78","1_N_U",62017.2274552715,392970.066246951,161794.901403299,28169.3105231605,0,0,62784.988846866,707736.494475549,411460.704053092,190465.084900887,63518.255342378,31251.8060297366,11040.6441494544,0,0,707736.494475549,411813.599103425,210894.779445544,20624.6846209741,58206.2965756878,6197.13472991771,0,0,707736.494475549,43083.534376007,0.32887598265306,0.0597573397858065,0.0155999361847742,0.0155999361847742,0.388984053952386,0.0909991667920561,0.00875627409112194,0.00875627409112194,"decline1418","decline1824","LC","LC","VU","VU","VU","VU","LC","LC","Upper foothill"
"79","1_P_F",594822.178251,153380.91384963,395576.646691593,334694.81768591,0,0,0,1478474.55647813,225226.448347371,703491.908362562,0,535993.953514976,13762.2462532234,0,0,1478474.55647813,216080.819420775,833241.277229723,0,428262.15665575,890.303171884812,0,0,1478474.55647813,57815.9690066579,0.847662952764042,0.371840149266939,0.0093084092606953,0.0093084092606953,0.853848807560476,0.290267057993827,0.000602176863973634,0.000602176863973634,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","CR","CR","Lowland river"
"80","1_P_L",259713.185027094,193844.444407157,414497.154669628,134436.05416516,0,0,1983.70001136477,1004474.5382804,272457.301548702,541295.150838685,0,164297.494348502,26424.5915445145,0,0,1004474.5382804,294789.41607611,528331.885111255,1983.70001136477,175267.711041505,4101.82604016935,0,0,1004474.5382804,56125.4841374132,0.72875638837483,0.189872494149549,0.0263068804011217,0.0263068804011217,0.704548891208799,0.178570516469978,0.00408355402138058,0.00408355402138058,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","EN","EN","Lower foothill"
"81","1_P_M",1741.76645300448,3037.16365964122,0,0,0,0,0,4778.9301126457,4696.6092986531,0,0,0,82.3208139926052,0,0,4778.9301126457,4696.6092986531,0,0,0,82.3208139926052,0,0,4778.9301126457,3.54828479052243,0.0172257831883277,0.0172257831883277,0.0172257831883277,0.0172257831883277,0.0172257831883277,0.0172257831883277,0.0172257831883277,0.0172257831883277,"decline1418","nodecline1824","LC","LC","CR","LC","CR","LC","LC","LC","Mountain stream"
"82","1_P_U",12384.5095566218,18103.8751636168,10670.0373964369,19135.3059674057,0,0,0,60293.7280840812,22152.0369581641,17701.6157665847,0,19651.444134391,788.631224941408,0,0,60293.7280840812,22152.0369581641,11356.8350447243,0,26784.8560811928,0,0,0,60293.7280840812,21140.0879876984,0.632597988844337,0.339008318258711,0.0130798218985836,0.0130798218985836,0.632597988844337,0.444239507695404,0,0,"decline1418","decline1824","LC","EN","VU","VU","VU","EN","VU","LC","Upper foothill"
"83","20_N_F",22622.7088619313,0,6225.48253680982,8259.37460019477,0,0,0,37107.5659989359,0,26265.3649019917,0,10842.2010969442,0,0,0,37107.5659989359,0,26265.3649019917,0,10842.2010969442,0,0,0,37107.5659989359,4842.44646226902,1,0.292183030739744,0,0,1,0.292183030739744,0,0,"decline1418","nodecline1824","VU","VU","EN","LC","EN","VU","CR","CR","Lowland river"
"84","20_N_L",16158.3096180837,74951.0147359745,58686.1017204226,156621.728081095,3916.52701540706,0,0,310333.681170983,74136.5048921799,71575.4105468397,0,88534.527447097,11388.6427547046,50755.2014166737,13943.3941134881,310333.681170983,27767.9598116268,118184.498853128,0,151450.449443367,527.360386023002,0,12403.412676838,310333.681170983,16244.3650804541,0.597556714316024,0.366916552162938,0.0816283839143956,0.0366980558208563,0.910522249126006,0.529691852608353,0.0416673208466104,0.00169933338860645,"nodecline1418","decline1824","LC","EN","LC","EN","LC","EN","CR","LC","Lower foothill"
"85","20_N_M",9098.7168153458,9279.07863232481,7331.06574013088,4953.64675881917,1873.05472553891,0,0,32535.5626721596,12303.039702921,9591.91831445976,0,4494.43641585884,204.921852427301,3010.86691904459,2930.37946744811,32535.5626721596,8483.5124887087,13363.367802654,0,8526.26662218837,191.842260661295,913.248756038003,1057.3247419092,32535.5626721596,15085.465582317,0.529317910488465,0.234504557754674,0.0963653633861468,0.00629839583511033,0.711184916657752,0.300453805679028,0.0383938957858994,0.00589638675053415,"decline1418","decline1824","LC","EN","EN","EN","EN","EN","EN","LC","Mountain stream"
"86","20_N_U",14376.9364509992,308827.067821949,142064.764728152,132872.019160118,12296.3890473221,0,0,610437.17720854,308809.114078862,145048.680501581,0,106864.838790615,10240.7604926762,24864.9004738864,14608.8828709199,610437.17720854,94455.054643565,312101.292475745,0,182504.850231618,2502.11667611426,0,18873.8631814977,610437.17720854,20722.9270194031,0.45338516884145,0.215770741153949,0.0407079455370504,0.0167761087873219,0.845266543110141,0.333991502649877,0.0350174934550381,0.00409889300575721,"nodecline1418","decline1824","LC","EN","LC","VU","LC","EN","CR","LC","Upper foothill"
"87","20_P_F",78687.8191567878,55579.5801629691,116965.4450427,49829.37691044,0,0,0,301062.221272897,56016.9617311508,189997.859018211,0,55047.4005235356,0,0,0,301062.221272897,508.913423312509,104868.709048935,1878.08367980144,96261.0138348345,0,0,97545.5012860133,301062.221272897,13359.1390449297,0.813935599444161,0.182843932695355,0,0,0.992071416024828,0.64374239418493,0.324004456200413,0,"decline1418","decline1824","LC","EN","EN","EN","EN","EN","CR","CR","Lowland river"
"88","20_P_L",17548.2932882652,114224.696715341,155390.160286588,264425.658663417,9160.26526389466,0,4529.4214693304,565278.495686836,143267.728011208,149495.919140325,0,228328.406984651,34337.4279333452,0,9849.01361730768,565278.495686836,115501.875567307,76653.6137354136,6794.13220399561,212289.636956248,1785.1489419607,0,152254.088281912,565278.495686836,19061.7372708486,0.746553726872041,0.482089537483975,0.0781675614547562,0.0607442671096552,0.783653528827932,0.648050256599654,0.272501498640433,0.00315799903159534,"nodecline1418","decline1824","LC","EN","LC","EN","LC","EN","EN","EN","Lower foothill"
"89","20_P_M",30545.1536631478,45036.3867661361,26779.5337758391,17915.6524877145,2125.55230903514,0,7329.90853869066,129732.187540563,58173.0388641124,35303.7656544801,7859.14416867454,28396.2388532962,0,0,0,129732.187540563,38902.3060051339,32731.2697614019,22203.7399880614,35439.9600157933,0,0,454.911770172682,129732.187540563,9138.23451965036,0.491011565559698,0.218883527608887,0,0,0.528983152511096,0.276684394724654,0.0035065451280581,0,"decline1418","decline1824","LC","LC","EN","EN","EN","EN","LC","LC","Mountain stream"
"90","20_P_U",29190.4937804719,296888.997185732,279696.896922039,203705.101342092,4809.00552594635,0,60843.766711025,875134.261467306,345146.498819965,253458.080535158,49058.1449624249,198418.73855115,25226.3074350449,3826.49116356308,0,875134.261467306,236355.572361251,171690.107687895,110568.368681435,323580.371246157,5304.52068110839,3826.49116356308,23808.8296458959,875134.261467306,17332.6041677856,0.545177063141616,0.255555125462941,0.0288256425851147,0.0288256425851147,0.599203862024372,0.403016699382575,0.0332672957840675,0.00606137928163673,"decline1418","decline1824","LC","EN","EN","EN","EN","EN","VU","LC","Upper foothill"
"91","21_N_F",726.270540253563,8031.47173679947,8494.57499624195,6094.73417137146,0,0,0,23347.0514446664,0,16526.0467330414,0,6094.73417137146,726.270540253563,0,0,23347.0514446664,0,16526.0467330414,0,1636.76079405972,726.270540253563,0,4457.97337731174,23347.0514446664,976.302645226517,1,0.292157008682279,0.0311075915506871,0.0311075915506871,1,0.292157008682279,0.222051333970467,0.0311075915506871,"decline1418","nodecline1824","VU","VU","CR","LC","CR","VU","CR","CR","Lowland river"
"92","21_N_L",172408.260172887,1332820.06694045,1002666.99177307,218337.52739582,0,0,670795.034950144,3397027.88123237,1421533.50522625,979545.039664742,708602.990936544,226347.111497185,58946.2692451294,2052.96466251956,0,3397027.88123237,1080061.23704712,1402370.02417115,482658.324478662,381429.884160413,16370.4203697899,2052.96466251956,32085.0263427076,3397027.88123237,97381.920297818,0.372336779275477,0.0839832320242295,0.0173523065768141,0.0173523065768141,0.539370125622685,0.126547483830765,0.0142640709486667,0.00481904209860387,"decline1418","decline1824","LC","LC","LC","LC","LC","LC","LC","LC","Lower foothill"
"93","21_N_M",123398.933646007,135353.789271474,23579.3567235995,13816.4964329933,0,0,183021.13291189,479169.708985965,182441.869273547,38138.146399661,240647.302571379,17525.322139975,417.068601402131,0,0,479169.708985965,150212.629375888,94779.2862765491,194612.238876357,36232.4075618096,211.931514767804,0,3121.2153805936,479169.708985965,105029.264018394,0.117036899639833,0.0374447516295374,0.000870398511384924,0.000870398511384924,0.280370061408984,0.0825710676513776,0.00695608848567478,0.000442289048730355,"nodecline1418","decline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"94","21_N_U",257988.53149299,3017034.35375084,1168677.29965529,122192.77001751,0,0,2650311.43510905,7216204.39002568,3078442.24620085,1241474.50024648,2706916.14330698,123729.385065263,65642.1152061154,0,0,7216204.39002568,2723506.67267967,2231484.78385234,1789786.94933659,392104.585798058,30835.2804729567,0,48486.1178860658,7216204.39002568,112679.769595331,0.198282354986451,0.0262425355541661,0.0090964878013775,0.0090964878013775,0.37456128207031,0.0653288014969047,0.0109921219067272,0.00427306085115571,"nodecline1418","decline1824","LC","LC","LC","LC","LC","LC","LC","LC","Upper foothill"
"95","21_P_F",2804.51661193631,0,0,0,0,0,0,2804.51661193631,0,0,0,0,2804.51661193631,0,0,2804.51661193631,0,0,0,0,2804.51661193631,0,0,2804.51661193631,0.118329190348815,1,1,1,1,1,1,1,1,"decline1418",NA,"CR","CR","CR","LC","CR","CR","CR","CR","Lowland river"
"96","21_P_L",29864.9678554763,296794.23473061,160671.639585556,52566.6934558646,0,0,59605.4163516806,599502.951979188,287422.566295877,172563.702290618,37995.2136377156,62692.6245006941,38828.8452542832,0,0,599502.951979188,98288.8361181449,227409.815870381,67913.2594130417,130429.572544228,19161.8762938037,0,56299.5917395886,599502.951979188,63687.6032591616,0.457187360196869,0.169342735377393,0.0647683970964519,0.0647683970964519,0.722766843795364,0.34343624146953,0.12587338858677,0.0319629390156346,"decline1418","decline1824","LC","EN","LC","LC","LC","EN","EN","LC","Lower foothill"
"97","21_P_M",1635.59514143224,2799.93468852364,0,0,0,0,0,4435.52982995588,4435.52982995588,0,0,0,0,0,0,4435.52982995588,2466.48414335602,0,1969.04568659985,0,0,0,0,4435.52982995588,1351.61445921333,0,0,0,0,0,0,0,0,"nodecline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"98","21_P_U",632.735980678574,70077.4244169195,29790.5122231237,11091.1186192145,0,0,3427.45718132449,115019.248421261,70292.0457446188,29790.5122231237,3427.45718132449,11091.1186192145,418.11465297929,0,0,115019.248421261,36161.6956591994,36042.7195015093,13493.2568882906,5294.44693238166,304.578090841639,0,23722.5513490381,115019.248421261,50946.953424194,0.359068121746511,0.100063540930479,0.00363517114498902,0.00363517114498902,0.568290062497821,0.25492756016689,0.208896595740913,0.00264806191156905,"nodecline1418","decline1824","LC","LC","LC","LC","LC","LC","LC","LC","Upper foothill"
"99","22_N_L",17691.8565461828,0,28962.2240179462,215270.977442683,59468.7562960119,0,0,321393.814302824,0,26491.4454488655,0,237881.911465551,169.384789991725,0,56851.0725984164,321393.814302824,0,35406.7312529329,0,268434.257972612,169.384789991725,0,17383.440287288,321393.814302824,11238.6051418732,1,0.917573256640513,0.177416163133377,0.000527031891883665,1,0.88983381235965,0.0546146947954047,0.000527031891883665,"decline1418","nodecline1824","EN","EN","EN","LC","EN","EN","CR","CR","Lower foothill"
"100","22_N_M",10511.1460110724,0,6558.94995391878,16858.5149436074,7022.48524515228,0,0,40951.0961537509,0,8769.95685021576,0,24200.2653990133,430.287852871432,0,7550.58605165044,40951.0961537509,3147.90683619285,7632.84132372097,0,27683.9920778522,302.183485019997,0,2184.1724309649,40951.0961537509,10300.8792313369,1,0.785843172126847,0.194887918861993,0.0105073586127198,0.923130095849595,0.736740913614681,0.0607152469533383,0.00737913055820163,"decline1418","nodecline1824","VU","EN","EN","LC","EN","EN","CR","CR","Mountain stream"
"101","22_N_U",10891.2761217258,0,48052.7447937654,343983.839140411,69028.8776624568,0,0,471956.737718359,0,49290.5732706234,0,350755.621450783,9886.01490321857,0,62024.5280937335,471956.737718359,20084.4185068453,79191.2663707195,0,338703.009004418,3913.11822572789,0,30064.9256106484,471956.737718359,13750.572699669,1,0.895561246759787,0.152366810874654,0.0209468667637034,0.957444365337505,0.789650879109162,0.0719939797885727,0.00829126467109163,"decline1418","nodecline1824","VU","EN","EN","LC","EN","EN","CR","CR","Upper foothill"
"102","22_P_F",109186.703096649,23321.0144661612,111010.507228652,101360.579369511,23133.0180764163,0,0,368011.82223739,23321.0144661612,154904.664568768,0,164857.697433269,0,0,24928.4457691914,368011.82223739,23321.0144661612,184326.247524558,0,138215.008704888,0,0,22149.5515417825,368011.82223739,13801.311825205,0.936629713892404,0.515706647815343,0.0677381656318396,0,0.936629713892404,0.435759262492458,0.0601870652065485,0,"decline1418","nodecline1824","VU","EN","EN","LC","EN","EN","CR","CR","Lowland river"
