"","RIVTYPE","DDef14","B14","C14","D14","E14","F14","A14","tot_leng14","B18","C18","A18","D18","F18","DDef18","E18","tot_leng18","B","C","A","D","F","DDef","E","tot_leng24","eoo_km2","prp18_cdef","prp18_def","prp18_ef","prp18_f","prp24_cdef","prp24_def","prp24_ef","prp24_f","pes_decline1418","pes_decline1824","D3_18","D3_24","B1_18","B1_24","RLE_18","RLE_24","A3sa_24","A3sa_18","zone"
"154","2_N_L",2507.6822777038,22514.4888941017,13663.9282682687,17133.9640738952,8160.8374071712,0,20470.7493332053,84451.6502543459,23299.9839179767,15274.5603088186,20470.7493332053,15523.3320333453,667.104288623331,0,9215.92037237662,84451.6502543459,785.495023875039,40478.9890869441,20470.7493332053,12833.3921493215,667.104288623331,0,9215.92037237662,84451.6502543459,3799.06392098252,0.48170659638555,0.300839079139698,0.11702583231038,0.0078992451493155,0.748302794639747,0.268987245860864,0.11702583231038,0.0078992451493155,"nodecline1418","nodecline1824","LC","LC","LC","LC","LC","LC","EN","LC","Lower foothill"
"155","2_N_M",10476.1803933153,11215.0226190543,9374.22117829737,10261.1519397283,1899.98831523875,0,0,43226.564445634,14421.4233104198,12138.0393035326,0,13872.8243426893,240.657228461913,0,2553.62026053042,43226.564445634,11432.8075935381,22530.2987434339,0,6705.87511561548,3.96273251610996,0,2553.62026053042,43226.564445634,2460.11375307708,0.666375908070195,0.385575445225211,0.0646425994021961,0.00556734571780711,0.735514313011919,0.214300123719354,0.0591669272320542,0.0000916735476652067,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","EN","EN","Mountain stream"
"156","2_N_U",13158.7060486294,24884.3931958988,57858.8739139862,79891.2876702131,11881.7327004878,0,10285.5720492109,197960.565578426,23755.8685160475,57157.0923721274,10285.5720492109,80378.1845104558,13552.92868857,0,12830.9194420146,197960.565578426,21960.5930875623,130477.694126134,10285.5720492109,21858.455427195,547.331446309701,0,12830.9194420146,197960.565578426,5124.17793547916,0.828039284158479,0.539309595974782,0.13327830244116,0.0684627700924645,0.837108137963982,0.177998614080336,0.0675803832406419,0.00276485089194627,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","CR","CR","Upper foothill"
"157","2_P_F",84.4531119912108,0,17340.1284469937,0,0,0,0,17424.5815589849,0,17424.5815589849,0,0,0,0,0,17424.5815589849,0,17424.5815589849,0,0,0,0,0,17424.5815589849,17.51797465625,1,0,0,0,1,0,0,0,"nodecline1418","nodecline1824","VU","VU","LC","LC","VU","VU","CR","CR","Lowland river"
"158","2_P_L",56556.5620789309,16252.8629103679,256018.866420073,31884.6199387777,0,0,0,360712.91134815,19885.6495866139,313114.448471107,0,20529.4964669725,7183.31682345565,0,0,360712.91134815,10959.0939255099,293096.700343456,8218.18252630076,48422.2281796321,16.7063732504437,0,0,360712.91134815,6331.39357366038,0.94487125644521,0.076827893924985,0.0199142215248362,0.0199142215248362,0.946835070637931,0.134286666844954,0.0000463148745854545,0.0000463148745854545,"nodecline1418","decline1824","VU","VU","LC","EN","VU","EN","CR","CR","Lower foothill"
"159","2_P_M",4856.53993820293,0,4943.0626683852,2272.44363952466,0,0,0,12072.0462461128,0,7277.67717953169,0,4794.36906658108,0,0,0,12072.0462461128,0,7277.67717953169,0,4794.36906658108,0,0,0,12072.0462461128,864.845651492767,1,0.397146346927297,0,0,1,0.397146346927297,0,0,"decline1418","nodecline1824","VU","EN","CR","LC","CR","EN","CR","CR","Mountain stream"
"160","2_P_U",21366.0611865851,728.695553224987,53562.1144489698,47601.6771127833,0,0,0,123258.548301563,0,66689.1822851445,0,49587.250942705,6982.11507371352,0,0,123258.548301563,728.695553224987,66207.0263204607,0,54648.7794876616,1674.04694021582,0,0,123258.548301563,5094.18700933366,1,0.458948825829236,0.0566460920554666,0.0566460920554666,0.994088072890148,0.456948643351523,0.0135815889711772,0.0135815889711772,"decline1418","nodecline1824","VU","EN","EN","LC","EN","EN","CR","CR","Upper foothill"
"161","30_N_F",24038.1540929305,0,0,0,16544.6464966127,0,0,40582.8005895432,0,2402.59149911307,0,0,0,0,38180.2090904301,40582.8005895432,16544.6464966127,2402.59149911307,0,0,0,0,21635.5625938174,40582.8005895432,46.7565249691839,1,0.940797789600254,0.940797789600254,0,0.59232368746686,0.533121477067115,0.533121477067115,0,"decline1418","nodecline1824","CR","EN","CR","LC","CR","EN","VU","CR","Lowland river"
"162","30_N_L",421094.372401529,425612.422947825,57181.4584666868,93823.64802444,4681.28072464388,0,0,1002393.18256512,473270.427753287,181550.179966584,3154.25532631002,114855.234750993,4790.67331229187,201195.592525034,23576.8189306241,1002393.18256512,510013.184561756,231584.189565902,3154.25532631002,29000.367306917,4417.62759873994,201195.592525034,23027.9656804651,1002393.18256512,24756.6343165387,0.323997521740321,0.142880787185127,0.0282997657369572,0.00477923572867139,0.287342487121625,0.056311197609781,0.0273800677783659,0.00440708065016487,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","LC","LC","Lower foothill"
"163","30_N_M",1978.84660450928,784.243572323226,206.635673987735,1856.30777702676,0,0,0,4826.033627847,1230.12888598185,1012.98868922837,0,2582.91605263678,0,0,0,4826.033627847,3086.43666300861,1012.98868922837,0,726.608275610022,0,0,0,4826.033627847,6650.27766462356,0.745105612425946,0.535204735775759,0,0,0.360461011875391,0.150560135225203,0,0,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","LC","EN","Mountain stream"
"164","30_N_U",374251.097669989,230904.030969812,30898.8440135261,29990.9405041926,4509.34419527753,0,0,670554.257352797,295409.971408385,137930.872525349,12245.0614149104,47363.0773951187,2725.89544675484,166631.604291679,8247.77487059963,670554.257352797,316181.665214083,145309.298901499,12245.0614149104,24287.9114487304,2160.28540657222,166631.604291679,3738.4306753221,670554.257352797,24377.6299183787,0.292694615067607,0.0869978037911115,0.0163650744097519,0.00406513778246087,0.261717712635133,0.0450174272993136,0.00879677672196307,0.00322164147477127,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","LC","LC","Upper foothill"
"165","31_N_M",969.572923216329,2014.99390967373,438.180732437386,0,0,0,0,3422.74756532744,2165.28232775454,1257.4652375729,0,0,0,0,0,3422.74756532744,2165.28232775454,1257.4652375729,0,0,0,0,0,3422.74756532744,2025.37576794711,0.367384743856388,0,0,0,0.367384743856388,0,0,0,"nodecline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"166","31_N_U",1059.85070724338,9017.12007627369,24366.9206749655,3755.99771710908,0,0,0,38199.8891755917,9017.12007627369,24611.065022845,0,3324.82706941697,1246.87700705601,0,0,38199.8891755917,9017.12007627369,24929.9564801681,0,0,496.814902040787,0,3755.99771710908,38199.8891755917,2927.08286001238,0.763949051401037,0.119678464391832,0.0326408540434383,0.0326408540434383,0.763949051401037,0.111330496264038,0.111330496264038,0.0130056634394173,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","EN","EN","Upper foothill"
"167","31_P_F",13030.4768321865,33754.0658241079,78999.9342045791,7028.82596051666,0,0,0,132813.30282139,34608.7600522351,91175.7168086384,0,7028.82596051666,0,0,0,132813.30282139,12913.3200750686,99861.1709285178,0,13009.9858572871,0,0,7028.82596051666,132813.30282139,5859.68854820929,0.73941797005999,0.0529226049740602,0,0,0.902770883633286,0.150879553419075,0.0529226049740602,0,"nodecline1418","decline1824","LC","VU","LC","EN","LC","EN","CR","EN","Lowland river"
"168","31_P_L",98631.2559928385,721604.655684645,638316.657056944,190465.068388514,11881.840279094,0,34700.466411965,1695599.943814,649426.371332165,779043.542006454,34973.2859886468,191515.968600361,26153.3962490887,258.338821537591,14229.0408157475,1695599.943814,709646.566390509,762658.709016131,13537.2343887188,143553.621132101,7053.71278087681,176.60440679642,58973.4956988672,1695599.943814,26789.0265339437,0.596214898071822,0.136764810892584,0.0238160169868854,0.0154242728920246,0.573389697360491,0.123602758054134,0.0389403224036594,0.0041600100345666,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","LC","LC","Lower foothill"
"169","31_P_M",8698.25594496453,33742.8827720146,12759.9573817021,874.490406902871,0,0,0,56075.5865055841,38589.0167437256,16316.8899213265,0,1053.88516399191,115.794676540117,0,0,56075.5865055841,31868.388959955,23061.645996701,0,1084.71560318601,60.8359457421633,0,0,56075.5865055841,15901.9835867708,0.311839266453631,0.0208589854056283,0.00206497486260952,0.00206497486260952,0.431688709010981,0.0204287038319982,0.00108489183142302,0.00108489183142302,"nodecline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"170","31_P_U",41637.7682697698,1080426.32007823,667483.148101695,77635.6940623264,6463.09889390354,0,10405.0399361036,1884051.06934203,1048644.55120766,729656.426996117,10595.871338073,77594.3228150681,10020.0659763277,0,7539.83100878031,1884051.06934203,994465.310429841,775227.829292682,190.831401969418,94927.0223961972,1086.73136673191,0,18153.3444546089,1884051.06934203,23488.108519127,0.437785716224955,0.0505051170578974,0.0093202871572056,0.00531836219271222,0.472065190791683,0.0605966048772811,0.0102120776524705,0.000576805684525012,"nodecline1418","decline1824","LC","LC","LC","VU","LC","VU","LC","LC","Upper foothill"
"171","3_N_F",9619.7789214246,7760.66013798119,2112.20352883416,14226.6997894689,4290.53202020792,0,0,38009.8743979168,1144.40951150438,5301.3378691296,4890.01158717328,15767.3327834248,6616.25062647681,0,4290.53202020792,38009.8743979168,7760.66013798119,23818.5696788065,4890.01158717328,1540.63299395588,0,0,0,38009.8743979168,36424.7811833828,0.841240698785146,0.701768049819482,0.286946032299504,0.17406662692996,0.667174071855186,0.0405324410659013,0,0,"decline1418","nodecline1824","VU","LC","VU","LC","VU","LC","EN","CR","Lowland river"
"172","3_N_L",1562664.72868103,140107.724275508,29296.9143861354,37111.3143053411,3510.99230749722,0,1179.09319866291,1773870.76715417,569048.171834425,324169.384390914,693324.8159514,140785.095487683,43394.1501212466,0,3149.14936850297,1773870.76715417,559772.893307205,339756.750350562,708306.994592423,130930.171676158,35103.9572278241,0,0,1773870.76715417,67088.1062845278,0.28835120846427,0.105604308073674,0.026238269636981,0.0244629715561884,0.285134006726987,0.0935999014011327,0.0197894671234374,0.0197894671234374,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Lower foothill"
"173","3_N_M",61773.128946707,17984.8884995397,5754.49455208282,6899.73888570585,0,0,0,92412.2508840354,29457.4242427089,31681.3389219176,5587.26318287613,25410.091116347,276.133420185818,0,0,92412.2508840354,30075.8665864966,33253.9283684036,5587.26318287613,23332.8846169799,162.308129279126,0,0,92412.2508840354,55853.7614489239,0.620778770235115,0.277952590601493,0.00298806075541139,0.00298806075541139,0.614086558565433,0.254243268846922,0.00175634861965218,0.00175634861965218,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"174","3_N_U",948261.858732212,212671.844258515,68205.57657012,47786.5973257829,0,0,23980.4107620752,1300906.28764871,446939.032041058,357470.304429913,363037.100085888,112640.9308679,20818.920223947,0,0,1300906.28764871,463480.355760381,357402.249733657,363037.100085888,98446.1263130353,18540.455755744,0,0,1300906.28764871,71223.7677033126,0.377375495977562,0.102589903945399,0.0160033973404615,0.0160033973404615,0.364660265160114,0.0899269864243827,0.0142519533741777,0.0142519533741777,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Upper foothill"
"175","3_P_F",203670.511813158,67512.3309614609,82110.0783942431,84849.1811199072,0,0,31911.9720304691,470054.074319239,48297.6329141782,92568.1386411565,49539.3999107427,161335.213409215,95326.4304915683,5027.5069225825,17959.7520297954,470054.074319239,52990.0134664353,116021.46789734,65469.3747663302,150836.759864783,61749.1993719715,5027.5069225825,17959.7520297954,470054.074319239,53911.5652688672,0.78116445454392,0.58423362530854,0.241006702655289,0.202798860172898,0.737292150197423,0.490466360919094,0.169574003836061,0.131366161353671,"decline1418","nodecline1824","LC","EN","LC","LC","LC","EN","EN","EN","Lowland river"
"176","3_P_L",2619786.79935633,490701.558301917,460241.710086879,77842.9681732278,11081.9359389617,0,6261.0270375934,3665915.9988949,1058715.81849123,1346217.11404014,311511.899588957,658780.975967633,133704.560565416,39989.2249773738,116996.405264152,3665915.9988949,1028000.42842751,1355190.13263751,363587.982272499,661339.84278003,100811.98253582,39989.2249773738,116996.405264152,3665915.9988949,97722.1643501782,0.615316623871721,0.248091320715305,0.0683869913836385,0.0364723470493382,0.609489787515879,0.239816796360043,0.0594144513583048,0.0274998070240045,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Lower foothill"
"177","3_P_M",47330.8150061537,21080.7544382892,4442.34652219779,5688.69599867202,0,0,0,78542.6119653127,33056.8721245912,19310.1461046432,0,22661.4087975168,298.443780823261,0,3215.74115773833,78542.6119653127,35133.9918968184,19932.1375316579,0,20116.7555624602,143.985816637925,0,3215.74115773833,78542.6119653127,62567.6206191,0.579121813020552,0.333266147905019,0.044742399706717,0.00379976898342858,0.55267604402646,0.298901219979857,0.0427758498260796,0.00183321910279116,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"178","3_P_U",516801.242526084,334195.693646154,230715.12291141,66790.5985350733,1853.27940144537,0,0,1150355.93702017,411633.92101544,411034.046509576,38570.2245665797,213851.58385758,36048.1406494279,0,39218.020421565,1150355.93702017,476109.950521783,394749.956222455,48202.4530306525,164311.708682006,29582.9370369409,0,37398.9315263309,1150355.93702017,89575.2783054663,0.608639264514765,0.251328945784807,0.0654285848830051,0.0313365102829003,0.544217240352068,0.201062618796414,0.0582270812082552,0.0257163336015558,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Upper foothill"
"179","4_N_L",71160.3229953455,0,0,0,0,0,0,71160.3229953455,0,17609.0802426715,0,19934.2892071141,19243.1546221534,0,14373.7989234066,71160.3229953455,0,17609.0802426715,0,19934.2892071141,19243.1546221534,0,14373.7989234066,71160.3229953455,7707.06432784888,1,0.752543559367721,0.47241148059093,0.270419720037134,1,0.752543559367721,0.47241148059093,0.270419720037134,"decline1418","nodecline1824","VU","EN","EN","LC","EN","EN","CR","CR","Lower foothill"
"180","4_N_M",35372.6192625527,0,0,0,0,0,0,35372.6192625527,4524.73607422763,22873.1695264495,0,7130.91498687239,337.558746846343,0,506.23992815687,35372.6192625527,4524.73607422763,22873.1695264495,0,7130.91498687239,337.558746846343,0,506.23992815687,35372.6192625527,6079.8537399086,0.872083657683282,0.225448774451318,0.0238545714904551,0.00954293897041716,0.872083657683282,0.225448774451318,0.0238545714904551,0.00954293897041716,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","CR","CR","Mountain stream"
"181","4_N_U",184863.802708524,684.292190174327,11834.5449826616,0,0,0,0,197382.639881359,2181.97218830073,132982.721490793,0,32817.9616007664,11087.3040500297,0,18312.68055147,197382.639881359,2866.26437847506,132298.429300618,0,32817.9616007664,11087.3040500297,0,18312.68055147,197382.639881359,27660.0155570378,0.988945470637072,0.315214885360047,0.148949191373522,0.0561716271334394,0.985478639964498,0.315214885360047,0.148949191373522,0.0561716271334394,"decline1418","nodecline1824","VU","EN","VU","LC","VU","EN","CR","CR","Upper foothill"
"182","4_P_F",1019.4264351633,17585.3619585896,36062.4578696449,0,0,0,0,54667.2462633978,17693.724558803,36973.5217045949,0,0,0,0,0,54667.2462633978,108.362600213358,54558.8836631845,0,0,0,0,0,54667.2462633978,378.357180742187,0.676337738441204,0,0,0,0.998017778329436,0,0,0,"nodecline1418","nodecline1824","LC","VU","LC","LC","LC","VU","CR","EN","Lowland river"
"183","4_P_L",238558.36547559,53986.2375203628,68392.6410563102,0,0,0,0,360937.244052263,59245.1933249247,182190.643148435,0,92207.8446410639,27293.5629378397,0,0,360937.244052264,60122.1165092998,181313.71996406,0,92207.8446410639,27293.5629378397,0,0,360937.244052264,31514.7215221509,0.835857356642458,0.331086385647694,0.0756185829741849,0.0756185829741849,0.833427784192328,0.331086385647694,0.0756185829741849,0.0756185829741849,"decline1418","nodecline1824","LC","EN","VU","LC","VU","EN","CR","CR","Lower foothill"
"184","4_P_M",79450.2872696407,2213.30757623796,4911.67567900292,0,0,0,0,86575.2705248815,12809.8554574622,51312.2120934865,0,21919.2488989609,533.954074971931,0,0,86575.2705248815,12809.8554574622,51312.2120934865,0,21919.2488989609,533.954074971931,0,0,86575.2705248815,29406.5638591072,0.852037939011918,0.259348920746136,0.00616751263651522,0.00616751263651522,0.852037939011918,0.259348920746136,0.00616751263651522,0.00616751263651522,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","CR","CR","Mountain stream"
"185","4_P_U",605285.396237067,126504.966091231,140300.156846898,0,0,0,0,872090.519175196,168755.812137058,470914.042047204,0,210646.57139206,21774.0935988742,0,0,872090.519175196,176298.806322292,464904.61213654,0,210646.57139206,20240.5293243037,0,0,872090.519175196,37747.0948564155,0.806492779790035,0.266509794431377,0.0249676990176062,0.0249676990176062,0.797843454955764,0.264751302347297,0.0232092069335265,0.0232092069335265,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","EN","CR","Upper foothill"
"186","5_N_L",34417.8596076022,0,49696.5413108367,53955.0510043187,0,0,0,138069.451922758,0,49972.3719703203,0,56561.5391236414,2252.35412416301,29283.1867046328,0,138069.451922758,23543.2415493825,28562.209252513,31790.883633242,52735.4178898454,1437.69959777468,0,0,138069.451922758,3576.19608453476,0.787909734580426,0.425973250626849,0.0163131966759967,0.0163131966759967,0.599229775942176,0.392361356789676,0.0104128724910054,0.0104128724910054,"decline1418","nodecline1824","LC","EN","EN","LC","EN","EN","LC","EN","Lower foothill"
"187","5_N_M",5649.81377735202,0,0,4138.35563541599,0,0,0,9788.16941276801,0,2850.13834257317,0,6938.03107019484,0,0,0,9788.16941276801,0,2850.13834257317,0,6938.03107019484,0,0,0,9788.16941276801,5080.59796487112,1,0.708818041210509,0,0,1,0.708818041210509,0,0,"decline1418","nodecline1824","VU","EN","EN","LC","EN","EN","CR","CR","Mountain stream"
"188","5_N_U",85019.450003401,0,39494.3623155884,161084.325671127,0,0,0,285598.137990116,20009.9419478065,82215.303020549,0,165814.124398045,5083.83713391567,12474.9314897998,0,285598.137990116,23867.5065933389,77970.5990697006,12160.9290017523,168602.729368449,2682.37146882775,314.002488047468,0,285598.137990116,7128.37706785549,0.886256704381138,0.59838611951271,0.0178006662427596,0.0178006662427596,0.872749737309575,0.599741658130855,0.0093921181969351,0.0093921181969351,"decline1418","nodecline1824","LC","EN","EN","LC","EN","EN","CR","CR","Upper foothill"
"189","5_P_L",289.924366547585,0,59271.3005927698,104295.005173942,0,0,0,163856.23013326,0,59271.3005927698,0,101808.862342,2776.06719849014,0,0,163856.23013326,0,56813.5695606956,0,106752.736206017,289.924366547585,0,0,163856.23013326,2271.22036161167,1,0.638272523757161,0.0169420912237053,0.0169420912237053,1,0.653271837668359,0.0017693826247058,0.0017693826247058,"nodecline1418","decline1824","VU","EN","LC","EN","VU","EN","CR","CR","Lower foothill"
"190","5_P_M",1393.66790774172,0,0,2003.12397921099,0,0,0,3396.79188695271,0,492.292622531558,0,2904.49926442115,0,0,0,3396.79188695271,0,492.292622531558,0,2904.49926442115,0,0,0,3396.79188695271,195.855002150298,1,0.855071302889505,0,0,1,0.855071302889505,0,0,"decline1418","nodecline1824","VU","EN","CR","LC","CR","EN","CR","CR","Mountain stream"
"191","5_P_U",28517.1906022997,0,68006.6963899383,62764.5493814606,0,0,0,159288.436373699,0,70342.9113731813,0,77898.3796597984,11047.145340719,0,0,159288.436373699,0,27225.5419079781,0,125130.452467904,6932.44199781632,0,0,159288.436373699,4203.57741462958,1,0.558392856540111,0.0693530904829892,0.0693530904829892,1,0.829080236282152,0.0435213136347981,0.0435213136347981,"decline1418","decline1824","VU","EN","EN","EN","EN","EN","CR","CR","Upper foothill"
"192","6_N_L",949.765569858079,893.986366468175,54975.0536479843,0,0,0,2983.3134562245,59802.119040535,893.986366468175,51211.9499115891,5966.62691244899,0,1729.55585002878,0,0,59802.119040535,3877.29982269267,55008.2622688529,0,0,916.556948989395,0,0,59802.119040535,2392.69467965024,0.885278090659849,0.0289213137891729,0.0289213137891729,0.0289213137891729,0.935164507798385,0.0153264961793099,0.0153264961793099,0.0153264961793099,"decline1418","nodecline1824","LC","VU","EN","LC","EN","VU","CR","CR","Lower foothill"
"193","6_N_M",7520.0996654345,2182.00792362651,5818.00982304071,0,0,0,0,15520.1174121017,4072.84403789039,10882.8978321855,112.960782457388,451.414759568459,0,0,0,15520.1174121017,4072.84403789039,10059.788192335,112.960782457388,1274.52439941893,0,0,0,15520.1174121017,3779.27077265225,0.730298121515245,0.0290857825093818,0,0,0.730298121515245,0.0821207962270395,0,0,"decline1418","decline1824","LC","LC","EN","EN","EN","EN","EN","EN","Mountain stream"
"194","6_N_U",22885.644726923,57033.2412951287,124690.515442525,41541.7806903316,0,0,23297.4377255986,269448.619880507,59536.9680510404,130596.110558915,26493.4478150738,36268.9488309674,16553.1446245101,0,0,269448.619880507,81089.0101820189,112890.266154749,3196.01008947516,62659.8357423227,9613.4977119413,0,0,269448.619880507,5928.51788741399,0.680716806401657,0.196037721324766,0.0614333991833062,0.0614333991833062,0.687194462866901,0.268226771717425,0.0356784076912498,0.0356784076912498,"decline1418","decline1824","LC","LC","EN","EN","EN","EN","EN","EN","Upper foothill"
"195","6_P_F",0,0,37106.8147834196,0,0,0,0,37106.8147834196,0,37106.8147834196,0,0,0,0,0,37106.8147834196,0,37106.8147834196,0,0,0,0,0,37106.8147834196,103.579263724278,1,0,0,0,1,0,0,0,"nodecline1418","nodecline1824","VU","VU","LC","LC","VU","VU","CR","CR","Lowland river"
"196","6_P_L",22433.1712689568,54780.823979036,158645.903538081,24323.8961753425,4387.0291748684,0,0,264570.824136285,61745.8935140966,140552.513458509,0,24323.8961753425,34063.7569436502,0,3884.76404468635,264570.824136285,54282.2880495515,118114.911570866,0,81744.7428913056,10428.8816245618,0,0,264570.824136285,5085.75688231909,0.766618659802449,0.235371444931515,0.143434262308487,0.128750995333119,0.794828896093283,0.348389225519391,0.0394181091532212,0.0394181091532212,"decline1418","decline1824","LC","EN","EN","EN","EN","EN","EN","EN","Lower foothill"
"197","6_P_M",9507.58097361032,4181.93504946072,7087.0828066109,3173.69298841455,0,0,2400.2160498688,26350.5078679653,5275.93259657879,13055.3256163989,3602.11459570272,4333.94802405557,83.1870352292983,0,0,26350.5078679653,1093.99754711807,19520.1110220454,3602.11459570272,2051.09766786979,83.1870352292983,0,0,26350.5078679653,2630.10948993541,0.663078706612912,0.167629978193128,0.00315694238783268,0.00315694238783268,0.82178286026396,0.0809959608290422,0.00315694238783268,0.00315694238783268,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","CR","EN","Mountain stream"
"198","6_P_U",46480.4979417802,218009.003911321,185596.218096956,53003.9605636313,0,0,17256.7108963253,520346.391410014,230618.446090048,192982.895401281,20174.3502089368,51539.6091346964,25031.0905750525,0,0,520346.391410014,125410.807962421,335432.923335223,19534.7611269035,29898.0963746408,10069.8026108255,0,0,520346.391410014,6188.47575769918,0.518027221022142,0.147153321275585,0.0481046683291571,0.0481046683291571,0.721444077479702,0.0768101780761136,0.0193521138554238,0.0193521138554238,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","EN","LC","Upper foothill"
"199","7_N_F",34474.9135126089,0,0,0,0,0,0,34474.9135126089,20988.9199210504,2231.71109426955,0,3314.66012185642,7939.6223754326,0,0,34474.9135126089,21077.866775233,9371.50113244941,0,3314.66012185642,710.885483070124,0,0,34474.9135126089,1755.72838907108,0.391182811426813,0.326448462101953,0.230301444339483,0.230301444339483,0.388602765674121,0.116767388073482,0.0206203703110125,0.0206203703110125,"decline1418","nodecline1824","LC","LC","CR","LC","CR","LC","LC","LC","Lowland river"
"200","7_N_L",135216.67382735,973.53058561501,31689.7752471118,41613.9948874305,5854.47463047994,0,0,215348.449177988,43416.2139449586,104050.354143805,0,48971.3592653573,16517.7554779578,0,2392.76634590919,215348.449177988,15770.192832723,159217.374669401,0,38707.8678253306,1653.01385053307,0,0,215348.449177988,35247.1092065545,0.798390867867014,0.315218806303635,0.0878135965039491,0.0767024584621257,0.926768951005128,0.187421278536838,0.00767599607446832,0.00767599607446832,"decline1418","nodecline1824","LC","VU","VU","LC","VU","VU","CR","EN","Lower foothill"
"201","7_N_M",18210.2909433133,13846.8462908946,11518.4495968054,1871.97752680789,0,0,0,45447.5643578212,20409.576666561,21146.7558379151,0,3852.68631392258,38.5455394225918,0,0,45447.5643578212,21198.3439896344,18614.0068592817,0,5596.66796948256,38.5455394225918,0,0,45447.5643578212,34356.2898371905,0.550920341827986,0.0856202506851286,0.000848132126930106,0.000848132126930106,0.533564795183875,0.123993740666443,0.000848132126930106,0.000848132126930106,"decline1418","decline1824","LC","LC","VU","VU","VU","VU","LC","LC","Mountain stream"
"202","7_N_U",188122.73366744,85235.1684083825,209864.444269188,116507.00273327,15007.4757610992,0,0,614736.82483938,136323.648721365,274671.474334351,0,134711.423698708,29643.7845162562,25165.0153024987,14221.4782662013,614736.82483938,139712.255044006,268781.625635341,0,163544.861193956,9080.04298195444,25165.0153024987,8453.02468162341,614736.82483938,42465.9972122263,0.737304391898017,0.290492905688259,0.0713561657769873,0.0482219110983007,0.731792104060816,0.294561707613411,0.0285212581305162,0.0147706182793375,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","EN","EN","Upper foothill"
"203","7_P_F",68876.1473068924,0,18450.6987955588,38481.7596349763,8617.2991252575,0,0,134425.904862685,0,84367.5970718404,0,29864.4605097188,20193.8472811258,0,0,134425.904862685,6149.0787627062,65458.6641173517,0,62696.4680696934,121.693912933622,0,0,134425.904862685,14351.8102480037,1,0.372385871919395,0.150222885252315,0.150222885252315,0.954256742634632,0.467306967706822,0.000905286172765076,0.000905286172765076,"decline1418","decline1824","VU","EN","EN","EN","EN","EN","CR","CR","Lowland river"
"204","7_P_L",154547.229729086,34596.5696446466,172940.856819596,318566.626623837,93499.6769495922,0,0,774150.959766759,41253.2832771161,222823.100862255,0,362160.840975212,64045.8551480227,364.909304090824,83502.9702000617,774150.959766759,23033.6133863956,208695.466648855,0,393398.55525315,14369.54540076,364.909304090824,134288.869773507,774150.959766759,47653.3936852883,0.946240210573729,0.658411205066342,0.19059438406243,0.0827304472596906,0.969775245518605,0.700195438097411,0.192027683100794,0.018561683893138,"decline1418","decline1824","VU","EN","VU","VU","VU","EN","CR","CR","Lower foothill"
"205","7_P_M",9976.84727074012,2759.71795937024,4556.8103470089,9179.20709327026,0,0,0,26472.5826703895,2989.43212466572,7969.63796850181,1030.40649539391,14434.4142947637,48.6917870643394,0,0,26472.5826703895,1342.6467381749,8841.88011957096,1030.40649539391,15208.9575301854,48.6917870643394,0,0,26472.5826703895,33598.8037820679,0.848150871030957,0.547098341788462,0.00183932892648222,0.00183932892648222,0.910358076387343,0.576356659538019,0.00183932892648222,0.00183932892648222,"decline1418","decline1824","LC","EN","VU","VU","VU","EN","CR","CR","Mountain stream"
"206","7_P_U",200624.986147975,43698.6527197818,222014.869702919,276157.591705719,63086.7629224087,7485.76331471941,0,813068.626513524,79327.269470128,311778.493007716,2740.04891060257,297413.786743626,54933.1962813996,0,66875.832100052,813068.626513524,52211.6824316707,300320.120195405,2718.45463720988,336391.144253098,23636.783148161,0,97790.4418479796,813068.626513524,38319.6602654521,0.899064709048436,0.515605696068639,0.149813957161002,0.0675628040365494,0.932440958514875,0.56307469544408,0.149344373939044,0.0290710800753887,"decline1418","decline1824","LC","EN","VU","VU","VU","EN","CR","CR","Upper foothill"
